


materialPath: D:\Steam\steamapps\common\Counter-Strike Global Offensive\csgo\materials
Loading D:\OneDrive\Desktop\csgo\hammer maps\dust 2 double doors\updated\de_dust2_d.vmf
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 16392.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 16392.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 16392.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 13312.000000, 65613.867188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 13312.000000, -65551.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 12288.000000, -65551.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 16392.000000, 65613.867188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 15360.000000, 65613.867188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 13312.000000, 65613.867188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 16392.000000, 65613.867188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 16392.000000, 65613.867188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 16384.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 15360.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 14336.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 11264.000000, 65613.867188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 13312.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 12288.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 11264.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 10240.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (0.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 1024.000000, 65613.867188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16384.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (16392.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (14336.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (15360.000000, 0.000000, -65551.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, -0.000000, 65535.992188))
