Name,Series,Form,Type,Capacity,Cache,Price/GB
Hitachi HUS726060ALE610 (0F23001),Ultrastar 7K6000,3.5",7200RPM,6TB,128MB,
Hitachi HDS5C1050CLA382,Deskstar 5K1000,3.5",5400RPM,500GB,8MB,
Toshiba MBF230LRC,,3.5",10000RPM,300GB,16MB,£0.988
Hitachi 0F18370,He6,3.5",7200RPM,6TB,64MB,
Hitachi HUA722010CLA330(0A39289),Ultrastar A7K2000,3.5",7200RPM,1TB,32MB,
Hitachi HUC109060CSS600 (0B26013),Ultrastar C10K900,2.5",10000RPM,600GB,64MB,
Hitachi HUC109090CSS600(0B26014),Ultrastar C10K900,2.5",10000RPM,900GB,64MB,
Western Digital WD3200AVJB,AV,3.5",7200RPM,320GB,8MB,
Seagate ST3500414SS,Constellation ES,3.5",7200RPM,500GB,16MB,£0.442
Seagate ST1000NM0031,Constellation ES,3.5",7200RPM,1TB,64MB,
Hitachi HDS5C1010CLA382,Deskstar 5K1000,3.5",5400RPM,1TB,8MB,
Western Digital WD2500BUDT-50PK,AV-25,2.5",5400RPM,250GB,32MB,
Hitachi H3IK20003272SP,Deskstar,3.5",7200RPM,2TB,32MB,
Hitachi HMH7210A0AL4601,Ultrastar Archive Ha10,3.5",7200RPM,10TB,256MB,
Hitachi 7K1000.C,Deskstar,3.5",7200RPM,250GB,8MB,
Seagate ST9500325ASG,Momentus 5400.6,2.5",5400RPM,500GB,8MB,£0.165
Hitachi 0A57913,Travelstar 5K500.B,2.5",5400RPM,320GB,8MB,
Western Digital WDBAAY0015HNC-NRSN,Caviar Green,3.5",5400RPM,1.5TB,32MB,
Western Digital WD7500AARX,Caviar Green,3.5",5400RPM,750GB,64MB,£0.074
Seagate ST3160310CS,Pipeline HD,3.5",5900RPM,160GB,8MB,
Hitachi HTS543216A7A384,Travelstar Z5K320,2.5",5400RPM,160GB,8MB,
Toshiba AL13SEB600,,2.5",10500RPM,600GB,64MB,£0.177
Western Digital WD3000GLFSRTL,VelociRaptor,3.5",10000RPM,300GB,16MB,
Samsung HD155UI,Spinpoint F4EG,3.5",5400RPM,1.5TB,32MB,
Seagate ST2000NM0043,Constellation ES.3,3.5",7200RPM,2TB,128MB,
Seagate ST3000NM0043,Constellation ES.3,3.5",7200RPM,3TB,128MB,
Seagate ST2000NM0031,Constellation ES,3.5",7200RPM,2TB,64MB,
Western Digital WD1502FAEX-20PK,Caviar Black,3.5",7200RPM,1.5TB,64MB,
Western Digital WD7500AALX-20PK,Caviar Blue,3.5",7200RPM,750GB,32MB,
Hitachi 0S03228,Deskstar,3.5",5400RPM,3TB,32MB,
Western Digital WD3200BVVT,AV,2.5",5400RPM,320GB,8MB,
Seagate ST500NM0031,Constellation ES,3.5",7200RPM,500GB,64MB,
Seagate ST32000647SS,Constellation ES.2,3.5",7200RPM,2TB,64MB,
Western Digital WD1600BUCT,AV-25,2.5",5400RPM,160GB,16MB,
Hitachi HUC109090CSS600,Ultrastar C10K900,2.5",10000RPM,900GB,64MB,£0.202
Hitachi H3IK30003254SW,Deskstar,3.5",5400RPM,3TB,32MB,
Toshiba PH2050U-1I54,,2.5",5400RPM,500GB,8MB,
Hitachi HMS5C4040BLE640 (0F22146),MegaScale DC 4000.B,3.5",5400RPM,4TB,64MB,
Seagate ST4000VN0011,Enterprise NAS,3.5",7200RPM,4TB,128MB,
Seagate ST1200MM0158,,2.5",10000RPM,1.2TB,128MB,
Western Digital WD5001FFWX,Red Pro,3.5",7200RPM,5TB,128MB,
Samsung HD322GJ/U,Spinpoint F4,3.5",7200RPM,320GB,16MB,
Seagate ST380215AS-IM,,3.5",7200RPM,80GB,2MB,
Toshiba AL13SEB300,Product Series:AL13SE,2.5",10500RPM,300GB,64MB,
Hitachi HUS726060ALS640 (0F18370),Ultrastar He6,3.5",7200RPM,6TB,128MB,
Toshiba HDWA130XZSTA,,3.5",5700RPM,3TB,64MB,
Seagate ST4000NM0053,Constellation ES.3,3.5",7200RPM,4TB,128MB,
Hitachi 0J26055,Travelstar,2.5",7200RPM,500GB,32MB,
IBM 90Y8890,,2.5",10000RPM,600GB,N/A,
Seagate ST2000NM0044,,3.5",7200RPM,2TB,128MB,
Seagate ST9500431SS,Constellation,2.5",7200RPM,500GB,16MB,£2.164
Hitachi 0Y30081,Travelstar 5K500.B,2.5",5400RPM,160GB,8MB,
Seagate ST4000NM0054,,3.5",7200RPM,4TB,128MB,
Seagate ST9160418ASG,Momentus 7200 FDE.2,2.5",7200RPM,160GB,16MB,
Hitachi H2IK5001672SP,Travelstar,2.5",7200RPM,500GB,16MB,
Seagate ST91000642SS,Constellation.2,2.5",7200RPM,1TB,64MB,
Hitachi HTS725032A9A364,Travelstar 7K500,2.5",7200RPM,320GB,16MB,
Seagate ST2000NM0054,,3.5",7200RPM,2TB,128MB,
Seagate ST1000NM0021,Constellation ES,3.5",7200RPM,1TB,64MB,
Seagate ST2000NM0001,Constellation ES,3.5",7200RPM,2TB,64MB,£0.100
Hitachi 0S03086,Deskstar,3.5",7200RPM,3TB,64MB,
Seagate ST9500621SS,Constellation.2,2.5",7200RPM,500GB,64MB,
Toshiba HDWA110XZSTA,,3.5",5700RPM,1TB,64MB,
Western Digital WD2500BEKX,BLACK SERIES,2.5",7200RPM,250GB,16MB,
Seagate ST1000NM0063,Constellation ES.3,3.5",7200RPM,1TB,128MB,£0.113
Seagate ST1000NC000,Constellation CS ISE,3.5",7200RPM,1TB,64MB,£0.255
Seagate ST9160314AS,Momentus 5400.6,2.5",5400RPM,160GB,8MB,
Seagate ST9300453SS,Savvio 15K.3,2.5",15000RPM,300GB,64MB,
Western Digital WD20EURS,AV-GP,3.5",5400RPM,2TB,64MB,
Hitachi H2IK500854SP,Travelstar,2.5",5400RPM,500GB,16MB,
